Product SKU,Product Name,Product Description,Product Price,Product Quantity,Shipping Region,Product  Category,Sub category,Hover Image (Secondary image),Product image1,Product image2,Product image3,Product image4,Product image5,"Product sub attribute Name(Childerns, Adults)",Back order,variant_color,variant_size
200329130505,18Kt Yellow and White Gold Diamond Cut Link Chain,18Kt Yellow and White Gold Diamond Cut Link Chain 40cm 2.40gr Cat/14,295,1,USA,"1,2",,,,,,,,,,,
244787221894,18Kt Yellow White and Rose Gold Long Traditional Rosary,18Kt Yellow White and Rose Gold Long Traditional Rosary 2.60gr LZ 806500,360,1,USA,"1,2,3","8,20,34,37",,Vaskia_078.jpg,,,,,,Yes,,
241801148908,18Kt Yellow Gold Tiny Hearts Necklace,18Kt Yellow Gold Tiny Hearts Necklace 40cm 2.7gr SG,295,0,USA,"1,2,3","4,17,21,37",,Vaskia_079.jpg,,,,,,Yes,,
200381129004,18Kt Yellow Gold Korean Type Chain,18Kt Yellow Gold Korean Type Chain 40cm 2.20gr Cat/20,250,3,USA,"1,2,3","2,16,17,36",,Vaskia_080.jpg,,,,,,Yes,,
233216157446,18Kt Yellow Gold Tie Type Necklace with Yellow White and Rose Gold Spheres,18Kt Yellow Gold Tie Type Necklace with Yellow White and Rose Gold Spheres 6.30gr Cat/38,790,1,USA,"1,2","4,18",,Vaskia_081.jpg,,,,,,No,,
201808136506,18Kt Yellow Gold Big Heart Silhouette Necklace,18Kt Yellow Gold Big Heart Silhouette Necklace 20mm 45cm,380,2,USA,"1,2,3","4,17,21,37",,Vaskia_082.jpg,,,,,,Yes,,
218475374438,18Kt Yellow Gold Necklace With Cubic Zirconia Pendant ,18Kt Yellow Gold Necklace With Cubic Zirconia Pendant 42cm 1.70gr WBB 3.3026.Z1-42,235,0,USA,"1,2,3","4,16,37",,Vaskia_084.jpg,,,,,,Yes,,
243319718895,18Kt Yellow Gold Necklace With Cubic Zirconia Pendant,18Kt Yellow Gold Necklace With Cubic Zirconia Pendant 42 cm 1.55gr WBB 3.3025.Z0-42,195,1,USA,"1,2,3","4,16,36",,Vaskia_083.jpg,,,,,,Yes,,
244805091751,"18Kt Yellow Gold Small Heart  Pendant with ""Love "" Engraving and Small Pearl","18Kt Yellow Gold Small Heart  Pendant with ""Love "" Engraving and 4.5mm Pearl 1.30gr 40cm LZ GA45142P",265,0,USA,"1,2,3","4,17,19,21,37",,Vaskia_085.jpg,,,,,,Yes,,
243328886325,18Kt Yellow Gold 1 Freshwater Pearl Necklace,18Kt Yellow Gold 1 Freshwater Pearl Necklace 1.70gr WBB 7503P-42,240,0,USA,"1,2,3","4,17,19,37",,Vaskia_086.jpg,,,,,,Yes,,
243333634225,18Kt Yellow Gold Tie Type Necklace with 1 Freshwater Pearl,18Kt Yellow Gold Tie Type Necklace with 1 Freshwater Pearl 1.65gr WBB 7505P-42,250,0,USA,"1,2,3","4,17,19,37",,Vaskia_087.jpg,,,,,,Yes,,
237083664984,18Kt Yellow Gold Necklace with 5 Freshwater Pearls,18Kt Yellow Gold Necklace with 5 Freshwater Pearls 2.20 LZ 803500,270,0,USA,"1,2,3","4,16,17,19,37",,Vaskia_088.jpg,,,,,,Yes,,
200371110609,18Kt Yellow Gold Variety of Semi Precious Stones Necklace,18Kt Yellow Gold Variety of Semi Precious Stones Necklace 7.50gr 47cm Cat/20,750,2,USA,"1,2","4,18",,Vaskia_090.jpg,,,,,,No,,
217197905937,18Kt Yellow Gold Turquoise Enamel Necklace,18Kt Yellow Gold Turquoise Enamel Necklace 2.60gr 40cm LZ,350,1,USA,"1,2,3","4,16,37",,Vaskia_091.jpg,,,,,,Yes,,
216755340951,18Kt Yellow Gold 17 Turquoise Necklace,18Kt Yellow Gold 17 Turquoise Necklace 2.55gr 40cm LZ ,340,0,USA,"1,2,3","4,16,37",,Vaskia_092.jpg,,,,,,Yes,,
217236694150,18Kt Yellow Gold 17 Coral Necklace,18Kt Yellow Gold 17 Coral Necklace 3.25gr 40cm LZ,440,1,USA,"1,2","4,16",,Vaskia_093.jpg,,,,,,Yes,,
201799151007,18Kt White Gold Chain with Rose Gold Cubic Zirconia Drop,18Kt White Gold Chain with Rose Gold Cubic Zirconia Drop Cat/50 42cm 3.10gr,395,1,USA,"1,2,3","4,37",,Vaskia_094.jpg,,,,,,No,,
237072564684,18Kt Yellow Gold Multi Color Mini Eye Bracelet,"18Kt Yellow Gold Multi Color Mini Eye Bracelet 18cm, Eyes 2.9mm 3.20gr LZ",370,1,USA,"1,2,3","11,37",,Vaskia_095.jpg,,,,,29,Yes,,
228275436441,18Kt Yellow Gold Aces Bracelet,18Kt Yellow Gold Aces Bracelet 1.45gr WBB 7779-18,185,1,USA,"1,2,3","11,36",,Vaskia_096(corregida).jpg,,,,,29,Yes,,
222428201962,18Kt Yellow Gold ID Baby Bracelet With Singapur Chain,"18Kt Yellow Gold ID Baby Bracelet With Singapur Chain 13.5cm 1.25gr, Plate 2cm x 4mm ",130,3,USA,"1,2,3","25,32,36",,Vaskia_097(corregida).jpg,,,,,"26,28",Yes,,
236823393757,18Kt Yellow Gold Baby Half Bangle Bracelet  with 5 Hearts,18Kt Yellow Gold Baby Half Bangle Bracelet  with 5 Hearts 4.5cm 2.80gr WBB 30489,375,0,USA,"1,2,3","25,32,37",,Vaskia_098.jpg,,,,,"26,28",Yes,,
236933360557,18Kt Yellow Gold Pink and White Enamel Flower Butterfly and Turtle Baby Bracelet,18Kt Yellow Gold Pink and White Enamel Flower Butterfly and Turtle Bracelet 15.2cm 1.35gr LZ 8629,185,0,USA,"1,2,3","25,32,36",,Vaskia_099.jpg,,,,,"26,28",Yes,,
231316617242,18Kt Yellow Gold Baby ID Bracelet with Tiny Hearts Chain ,18Kt Yellow Gold Baby ID Bracelet with Tiny Hearts Chain 1.80gr 14cm WBB 571.1BSO-14,220,1,USA,"1,2,3","25,32,37",,Vaskia_100(corregida).jpg,,,,,"26,28",Yes,,
236982147529,18Kt Yellow Gold Polished Beads and Oval Diamond Cut Spheres Baby Bracelet,18Kt Yellow Gold Polished Beads and Oval Diamond Cut Spheres Bracelet 18cm 1.30 LZ 8748,165,1,USA,"1,2,3","25,32,36",,Vaskia_101.jpg,,,,,"26,28",Yes,,
216657151990,18Kt Yellow Gold  Modern Rosary Bracelet With Medal and Cross,18Kt Yellow Gold  Modern 18cm Rosary Bracelet With Medal and Cross 1.25gr LZ ,175,1,USA,"1,2,3","8,11,20,34,36",,Vaskia_102.jpg,,,,,29,Yes,,
230378864472,18Kt Yellow Gold Baby ID Bracelet,18Kt Yellow Gold Baby ID Bracelet 15cm 1.30gr LZ 804500,165,1,USA,"1,2,3","25,32,36",,Vaskia_103(corregida).jpg,,,,,"26,28",Yes,,
218423765950,18Kt Yellow Gold One Open Betterfly Baby Bracelt 7in Extra Rings,18Kt Yellow Gold One Open Betterfly Bracelt 18cm Extra Rings 1.20gr LZ 8528,165,2,USA,"1,2,3","11,17,36",,Vaskia_104.jpg,,,,,29,Yes,,
243532325801,18Kt Yellow Gold Baby ID Bracelet Oval Links,18Kt Yellow Gold Baby ID Bracelet Oval Links 13in 1.15gr WBB L230-13,120,0,USA,"1,2,3","25,32,36",,Vaskia_105(corregida).jpg,,,,,"26,28",Yes,,
202926119501,18Kt Yellow Gold Infinity Bracelet,18Kt Yellow Gold Infinity Bracelet 1.20gr 18in WBB 7757-18,180,1,USA,"1,2,3","11,17,36",,Vaskia_106.jpg,,,,,29,Yes,,
236565550418,18Kt Yellow Gold 3 Red Enamel Cherry ID Baby Bracelet ,18Kt Yellow Gold 3 Red Enamel Cherry ID Bracelet 14cm 1.00gr LZ 8177,150,1,USA,"1,2,3","25,32,36",,Vaskia_107.jpg,,,,,"26,28",Yes,,
244827545607,18Kt Yellow Gold Heart Silhouette Bracelet with Extra Rings,18Kt Yellow Gold Heart Silhouette 18cm Bracelet with Extra Rings Starting at 16.5cm 1.50gr LZ8540,220,0,USA,"1,2,3","11,17,21,37",,Vaskia_108.jpg,,,,,29,Yes,,
230032659703,18Kt Yellow Gold Open Flower Baby Bracelet,18Kt Yellow Gold Open Flower Bracelet,175,1,USA,"1,2,3","25,32,37",,Vaskia_109.jpg,,,,,"26,28",Yes,,
230966890081,18Kt Yellow Gold ID Baby Bracelet with Butterfly ,18Kt Yellow Gold ID Bracelet with Butterfly 1.60gr WBB 605.5-14,175,1,USA,"1,2,3","25,32,36",,Vaskia_110(corregida).jpg,,,,,"26,28",Yes,,
235641841754,18Kt Yellow Gold ID Baby Bracelet with Enamel Soccer Ball and Blue Shirt ,18Kt Yellow Gold ID 14cm Bracelet with Enamel Soccer Ball and Blue Shirt with Extra Ring at 13cm 2.5gr,320,1,USA,"1,2,3","25,33,37",,Vaskia_111.jpg,,,,,"26,28",Yes,,
201713114002,18Kt Yellow Gold Modern Rosary Bracaelet with Medal,18Kt Yellow Gold Modern Rosary Bracaelet with Medal 18cm 1.0gr ,140,0,USA,"1,2,3","8,11,20,34,36",,Vaskia_112.jpg,,,,,29,Yes,,
230216123969,18Kt Yellow Gold ID Baby Bracelet with 2 Lucky Eyes ,18Kt Yellow Gold ID Baby Bracelet with 2 Lucky Eyes 15cm 1.90gr LZ8348,235,1,USA,"1,2,3","25,32,33,37",,Vaskia_113.jpg,,,,,"26,28",Yes,,
228047705652,18Kt White Gold Oval ID Baby Bracelet ,18Kt White Gold Oval ID Baby Bracelet 14cm 1.95gr C21GB6-14,225,1,USA,"1,2,3","25,32,33,37",,Vaskia_114.jpg,,,,,"26,28",Yes,,
202930124508,18Kt White Gold Round ID String Baby Bracelet,18Kt White Gold Round ID String Bracelet 14cm 1.70gr WBB 7698.6G,185,1,USA,"1,2,3","25,32,33,36",,Vaskia_115.jpg,,,,,"26,28",Yes,,
202220121002,18Kt Yellow Gold With Pearls Childrens Bracelet,18Kt Yellow Gold With Pearls Childrens Bracelet 14cm 1.50gr,195,1,USA,"1,2,3","25,32,36",,Vaskia_116.jpg,,,,,"26,28",Yes,,
202230113004,18Kt Yellow Gold Three Ladibugs Childrens Bracelet,18Kt Yellow Gold Three Ladibugs Childrens Bracelet 12 cm with 2cm of extra Rings 1.00gr 8338,150,1,USA,"1,2,3","25,32,36",,Vaskia_118.jpg,,,,,"26,28",Yes,,
261093532568,18Kt Yellow Gold Two Ladibugs Childrens ID Bracelet,18Kt Yellow Gold Two Ladibugs Childrens ID Bracelet 14 cm with extra Ring at 13cm 1.00gr LZ 8176,170,0,USA,"1,2,3","25,32,36",,Vaskia_117.jpg,,,,,"26,28",Yes,,
249931806217,18Kt Yellow Gold Safety Pin Plain,18Kt Yellow Gold Safety Pin Plain 1.40gr IJ,170,1,USA,"1,2,3","16,25,32,33,36",,Vaskia_119.jpg,,,,,26,Yes,,
262124764392,18Kt Yellow Gold Cross Polished with Cross in Satin Finish,18Kt Yellow Gold Cross Polished with Cross in Satin Finish 33mm long 15mm wide 1.05gr LZ CR60054,210,0,USA,"1,2",,,Vaskia_121(corregida).jpg,,,,,,Yes,,
246582846425,18Kt Yellow Gold Cross ,18Kt Yellow Gold Cross 31mm Long 20mm Wide 2.40gr LZ 804500,295,1,USA,"1,2,3","7,20,34,37",,Vaskia_122(corregida).jpg,,,,,,Yes,yellow, Cross 31mm Long 20mm
246529253156,18Kt Yellow Gold Cross,18Kt Yellow Gold Cross 41mm Long 26mm wide 1.40gr LZ 804500,175,1,USA,"1,2,3","7,20,34,36",,Vaskia_123(corregida).jpg,,,,,,Yes,yellow,Cross 41mm Long 26mm
236368998479,18Kt Yellow White Gold Reversible Tiny Cross Clip,18Kt Yellow White Gold Reversible Tiny Cross Clip 10mm long x 8 mm wide 1.00gr LZ 30522,150,0,USA,"1,2,3","7,17,20,34,36",,Vaskia_124(corregida).jpg,,,,,,Yes,,
224173499540,18Kt Yellow Gold Cross Plain,18Kt Yellow Gold Cross Plain 2.30gr Cat/24 ,260,0,USA,"1,2,3","7,20,34,37",,Vaskia_125(corregida).jpg,,,,,,No,,
237663689581,18Kt Yellow Gold Cross with San Benito Abad Scapulary,18Kt Yellow Gold Cross with Cricifix and San Benito Abad Scapulary 37mm long x 25mm wide 5.20gr IJ,650,1,USA,"1,2","7,20,34",,Vaskia_126(corregida).jpg,,,,,,Yes,,
246494773932,18Kt Yellow Gold Gross Plain ,18Kt Yellow Gold Gross Plain 24mm long x 15 mm wide 1.70gr LZ 804500,220,1,USA,"1,2,3","7,20,34,37",,Vaskia_127(corregida).jpg,,,,,,Yes,,
245302751606,18Kt Yellow Gold Cross ,18Kt Yellow Gold Cross 1.8cm Long x 0.95cm Wide 0.50gr LZ 651961,120,1,USA,"1,2,3","7,20,34,36",,Vaskia_128(corregida).jpg,,,,,,Yes,,
246336932466,18Kt Yellow Gold Polished Cross,18Kt Yellow Gold Polished Cross 36mm Long 18mm Wide 1.10gr LZ CR60035,190,1,USA,"1,2,3","7,20,34,36",,Vaskia_129(corregida).jpg,,,,,,Yes,,
262145390990,18Kt Yellow Gold Cross Plain,18Kt Yellow Gold Cross Plain 28mm Long 20mm Wide 1.10gr LZ 804500,140,0,USA,"1,2,3","7,20,34,36",,Vaskia_130(corregida).jpg,,,,,,Yes,,
246385543088,18Kt Yellow Gold Beads and Pearl Cross,18Kt Yellow Gold Beads and Pearl Cross 19mm  16mm 26mm with Bail 1.00gr LZ 13497,140,1,USA,"1,2,3","7,20,34,36",,Vaskia_131(corregida).jpg,,,,,,Yes,,
201803135504,18Kt Yellow Gold Oval Miraculous Medal with Cubic Zirconia on White Gold Bezel,18Kt Yellow Gold Oval Miraculous Medal with Cubic Zirconia on White Gold Bezel 12mm x 10mm 2.20gr,290,1,USA,"1,2,3","6,20,34,37",,Vaskia_132(corregida).jpg,,,,,,No,,
203102114006,18Kt White Gold Miraculous Medal with Cubic Zirconia on White Gold Bezel,18Kt White Gold Miraculous Medal with Cubic Zirconia on White Gold Bezel 10mm x 8mm  1.10gr ,120,4,USA,"1,2,3","6,20,34,36",,Vaskia_133.jpg,,,,,,No,,
203103149007,18Kt White Gold Miraculous Medal with Cubic Zirconia on White Gold Bezel ,18Kt White Gold Miraculous Medal with Cubic Zirconia on White Gold Bezel 18mm 3.10gr,395,1,USA,"1,2,3","6,20,34,37",,Vaskia_134(corregida).jpg,,,,,,No,,
246111985441,18Kt Yellow Gold Faith Hope and Charity Pendant ,18Kt Yellow Gold Faith Hope and Charity Pendant 0.95gr LZ 804500,120,1,USA,"1,2,3","20,24,34,36",,Vaskia_135.jpg,,,,,,Yes,,
246198324584,18Kt Yellow Gold Angel Pendant 0.63in With Bail,18Kt Yellow Gold Angel Pendant 11mm 1.00gr LZ 8447,60,0,USA,"1,2,3","5,25,32,33,34,36",,Vaskia_136(corregida).jpg,,,,,26,Yes,,
246183910709,18Kt Yellow Gold Cherub Medal ,18Kt Yellow Gold Cherub Medal 8mm x 10mm 1.00gr LZ 906500,165,1,USA,"1,2,3","6,20,34,36",,Vaskia_137.jpg,,,,,,Yes,,
246176278564,18Kt Yellow Gold HAI Pendant ,18Kt Yellow Gold HAI Pendant 13mm x 11mm 1.00gr LZ Hai,60,1,USA,"1,2,3","5,20,34,36",,Vaskia_138(corregida).jpg,,,,,,Yes,,
246142947098,18Kt Yellow Gold Star David ,18Kt Yellow Gold Star David 0.70gr LZ 906500,95,0,USA,"1,2,3","5,20,34,36",,Vaskia_139(corregida).jpg,,,,,,Yes,yellow, 0.70gr
246163776813,18Kt Yellow Gold Star David ,18Kt Yellow Gold Star David 16mm x 18mm 1.40gr LZ 804500,175,1,USA,"1,2,3","5,20,34,36",,Vaskia_140(corregida).jpg,,,,,,Yes,yellow,16mm x 18mm 1.40gr 
24612452506,18Kt Yellw Gold Star David Medal,18Kt Yellw Gold Star David Medal 19mm 1.80gr LZ 804500,225,1,USA,"1,2,3","5,20,34,37",,Vaskia_141(corregida).jpg,,,,,,Yes,,
249965926844,18Kt Yellow Gold Safety Pin Plain ,18Kt Yellow Gold Safety Pin Plain 0.80gr IJ,99,1,USA,"1,2,3","25,32,33,34,36",,Vaskia_143.jpg,,,,,26,Yes,yellow,0.80gr
236698006622,18Kt Yellow Gold Safety Pin Plain ,18Kt Yellow Gold Safety Pin Plain 35mm long 1.35gr LZ 8693,150,2,USA,"1,2,3","25,32,33,34,36",,Vaskia_145.jpg,,,,,26,Yes,yellow,35mm long 1.35gr
219573662571,18Kt White Gold Miraculous Medal,18Kt White Gold Miraculous Medal 0.75gr Cat/24,75,1,USA,"1,2,3","6,20,34,36",,Vaskia_146.jpg,,,,,,No,,
212654252906,18Kt White Gold Miraculous Medal,18Kt White Gold Miraculous Medal 0.85gr,99,0,USA,"1,2,3","6,20,34,36",,Vaskia_147jpg,,,,,,Yes,,
238093518434,18Kt Yellow Gold San Michele Arcangelo Medal Round,18Kt Yellow Gold San Michele Arcangelo Medal Round 13mm 2.10gr IJ,270,1,USA,"1,2,3","6,20,34,37",,Vaskia_148(corregida).jpg,,,,,,Yes,yellow,13mm
never in stock,18Kt Yellow Gold San Michele Arcangelo Medal Round,18Kt Yellow Gold San Michele Arcangelo Medal Round 9mm 1gr ,,,USA,"1,2,3","6,20,34,36",,Vaskia_148(corregida).jpg,,,,,,Yes,yellow,9mm
266881197969,18Kt Yellow Gold San Michele Arcangelo Medal Round,18Kt Yellow Gold San Michele Arcangelo Medal Round 11mm 1.5gr ,160,2,USA,"1,2,3","6,20,34,36",,Vaskia_148(corregida).jpg,,,,,,Yes,yellow,11mm
201369124004,18Kt Yellow Gold San Michele Arcangelo Medal Round,18Kt Yellow Gold San Michele Arcangelo Medal Round 15mm 2.40gr ,220,0,USA,"1,2,3","6,20,34,37",,Vaskia_148(corregida).jpg,,,,,,Yes,yellow,15mm
never in stock,18Kt Yellow Gold San Michele Arcangelo Medal Round,18Kt Yellow Gold San Michele Arcangelo Medal Round 17mm 2.10gr ,,,USA,"1,2,3","6,20,34,37",,Vaskia_148(corregida).jpg,,,,,,Yes,yellow,17mm
214754369614,18Kt Yellow Gold Lady of Fatima Medal Round ,18Kt Yellow Gold Lady of Fatima Medal Round 15mm 2.70gr,220,1,USA,"1,2,3","6,20,34,37",,Vaskia_149jpg,,,,,,Yes,yellow,15mm
never in stock,18Kt Yellow Gold Lady of Fatima Medal Round ,18Kt Yellow Gold Lady of Fatima Medal Round 17mm 2.70gr Cat/14,,,USA,"1,2,3","6,20,34,37",,Vaskia_149jpg,,,,,,Yes,yellow,17mm
223676022927,18Kt Yellow Gold Lady of Fatima Medal Round ,18Kt Yellow Gold Lady of Fatima Medal Round 13mm 2gr,230,0,USA,"1,2,3","6,20,34,37",,Vaskia_149jpg,,,,,,Yes,yellow,13mm
215355730285,18Kt Yellow Gold Lady of Fatima Medal Round ,18Kt Yellow Gold Lady of Fatima Medal Round 11mm 1.5gr,160,1,USA,"1,2,3","6,20,34,36",,Vaskia_149jpg,,,,,,Yes,yellow,11mm
215421749890,18Kt Yellow Gold Lady of Fatima Medal Round ,18Kt Yellow Gold Lady of Fatima Medal Round 9mm 1.0gr,110,0,USA,"1,2,3","6,20,34,36",,Vaskia_149jpg,,,,,,Yes,yellow,9mm
,18Kt Yellow Gold Guardian Angel Medal Round ,18Kt Yellow Gold Guardian Angel Medal Round 13mm 2.0gr,250,,USA,"1,2,3","6,20,34,37",,Vaskia_150jpg,,,,,,Yes,yellow,13mm
,18Kt Yellow Gold Guardian Angel Medal Round ,18Kt Yellow Gold Guardian Angel Medal Round 11mm 1.50gr,160,,USA,"1,2,3","6,20,34,36",,Vaskia_150jpg,,,,,,Yes,yellow,11mm
216446261923,18Kt Yellow Gold Guardian Angel Medal Round ,18Kt Yellow Gold Guardian Angel Medal Round 15mm 2.7gr,280,1,USA,"1,2,3","6,20,34,37",,Vaskia_150jpg,,,,,,Yes,yellow,15mm
,18Kt Yellow Gold Guardian Angel Medal Round ,18Kt Yellow Gold Guardian Angel Medal Round 17mm 1.50gr Cat/12,,,USA,"1,2,3","6,20,34,37",,Vaskia_150jpg,,,,,,Yes,yellow,17mm
,18Kt Yellow Gold Guardian Angel Medal Round ,18Kt Yellow Gold Guardian Angel Medal Round 9mm 1.0gr,110,,USA,"1,2,3","6,20,34,36",,Vaskia_150jpg,,,,,,Yes,yellow,9mm
,18Kt Yellow Gold Cherub Medal Round ,18Kt Yellow Gold Cherub Medal Round 8mm 1gr LZ 906500,110,1,USA,"1,2,3","6,20,34,36",,Vaskia_151(corregida).jpg,,,,,,Yes,yellow,8mm
238071384679,18Kt Yellow Gold Cherub Medal Round ,18Kt Yellow Gold Cherub Medal Round 11mm 1.5gr,170,2,USA,"1,2,3","6,20,34,36",,Vaskia_151(corregida).jpg,,,,,,Yes,yellow,11mm
238037444836,18Kt Yellow Gold Cherub Medal Round ,18Kt Yellow Gold Cherub Medal Round 13mm 2gr,250,0,USA,"1,2,3","6,20,34,37",,Vaskia_151(corregida).jpg,,,,,,Yes,yellow,13mm
223816739319,18Kt Yellow Gold Cherub Medal Round ,18Kt Yellow Gold Cherub Medal Round 15mm 2.7gr,290,0,USA,"1,2,3","6,20,34,37",,Vaskia_151(corregida).jpg,,,,,,Yes,yellow,15mm
201591155005,18Kt Yellow Gold Huggies Classic Round ,18Kt Yellow Gold Huggies Classic Round Cat/48 15mm 4.20gr,540,1,USA,"1,2","9,23",,Vaskia_152jpg,,,,,,No,,
236753506227,18Kt Yellow Gold Safety Pin with Lucky Eye ,18Kt Yellow Gold Safety Pin with Lucky Eye 1.30gr LZ K15449,250,0,USA,"1,2,3","25,32,33,34,37",,Vaskia_153jpg,,,,,26,Yes,,
229939330655,18Kt Yellow Gold Hand of Fatima Hamsa Pendant with White and Blue Enamel Eye,18Kt Yellow Gold Hand of Fatima Hamsa Pendant with White and Blue Enamel Eye LZ8618,70,0,USA,"1,2,3","24,25,32,33,36",,Vaskia_154(corregida).jpg,,,,,26,Yes,,
237067709113,18Kt Yellow Gold Lucky Eye Charm in Blue and White Enamel With Bail ,18Kt Yellow Gold Lucky Eye Charm in Blue and White Enamel With Bail 0.60gr LZ 31398,80,2,USA,"1,2,3","24,25,32,33,36",,Vaskia_155jpg,,,,,26,Yes,,
236738810882,18Kt Yellow Gold Safety Pin with Lady of Fatima Hamsa and Lucky Eye In White and Blue,18Kt Yellow Gold Safety Pin with Lady of Fatima Hamsa and Lucky Eye In White and Blue 1.10gr LZ K25492,190,1,USA,"1,2,3","25,32,33,36",,Vaskia_156jpg,,,,,26,Yes,,
236715057392,18Kt Yellow Gold Safety Pin With Bail ,18Kt Yellow Gold Safety Pin With Bail 1.05gr LZ 804500pin,130,2,USA,"1,2,3","25,32,33,36",,Vaskia_157jpg,,,,,26,Yes,,
236915561804,18Kt Yellow Gold Hoops With White Pearls and Beads,18Kt Yellow Gold Hoops With White Pearls and Beads 11mm 1.30gr WBB 13493,185,1,USA,"1,10",,,Vaskia_159jpg,,,,,27,Yes,,
246697338112,18Kt White  Gold Safety Pin Plain ,18Kt White  Gold Safety Pin Plain 1.35gr IJ,135,1,USA,"1,2,3",,,Vaskia_162(corregida).jpg,,,,,"24,26,27",Yes,,
